County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Westmoreland,Irwin,14  ,39  ,58  ,3,0,In Progress
Lancaster,Lampeter East Twp,11  ,13  ,49  ,3,0,In Progress
Erie,Wattsburg Boro,16  ,49  ,4  ,3,0,In Progress
Allegheny,Casl Shannon,12  ,37  ,40  ,3,0,In Progress
Dauphin,Lower Paxton Twp,10  ,15  ,106   ,3,0,In Progress
Montgomery,West Norriton Twp,4  ,44  ,150  ,3,0,In Progress
Allegheny,Mccandless,17  ,37  ,28  ,3,0,In Progress
Lancaster,Rapho Twp,11  ,36  ,41  ,3,0,In Progress
Lancaster,Warwick Twp,11  ,36  ,96  ,3,0,In Progress
York,Jackson Twp,11  ,28  ,169  ,3,0,In Progress
Cambria,Ehrenfeld Boro,13  ,35  ,72  ,3,0,In Progress
Westmoreland,Hempfield Twp,12  ,39  ,56  ,3,0,In Progress
York,Railroad Boro,11  ,28  ,169  ,3,0,In Progress
Montgomery,West Norriton Twp,5  ,17  ,54  ,3,0,In Progress
Dauphin,Susquehanna Twp,10  ,15  ,106   ,3,0,In Progress
Allegheny,Wilkinsburg,12  ,43  ,23  ,3,0,In Progress
Beaver,Hookstown Boro,17  ,47  ,15  ,3,0,In Progress
Dauphin,Swatara Twp,10  ,15  ,106   ,3,0,In Progress
York,Spring Garden Twp,11  ,28  ,93  ,3,0,In Progress
Cambria,Chest Springs Boro,13  ,35  ,71  ,3,0,In Progress
Bucks,Middletown Twp,1  ,10  ,140  ,3,0,In Progress
Bucks,Sellersville Boro,1  ,16  ,145  ,3,0,In Progress
Allegheny,Penn Hills,12  ,43  ,24  ,3,0,In Progress
Delaware,Darby Twp,5  ,8  ,191  ,3,0,In Progress
Butler,Karns City Boro,16  ,21  ,17  ,3,0,In Progress
Northampton,Lehigh Twsp,7  ,18  ,136  ,3,0,In Progress
Allegheny,Shaler,17  ,38  ,20  ,3,0,In Progress
York,Wellsville Boro,10  ,31  ,92  ,3,0,In Progress
Allegheny,Mt Lebanon,12  ,37  ,42  ,3,0,In Progress
Chester,Westtown Twp,6  ,9  ,158  ,3,0,In Progress
Montgomery,Abington Twp,4  ,4  ,154  ,3,0,In Progress
Bucks,Solebury Twp,1  ,6  ,178  ,3,0,In Progress
Bucks,Plumstead Twp,1  ,10  ,29  ,3,0,In Progress
Bucks,Morrisville Boro,1  ,10  ,141  ,3,0,In Progress
Montgomery,Upper Dublin Twp,1  ,12  ,151  ,3,0,In Progress
Tioga,Ward Twp,15  ,23  ,68  ,3,0,In Progress
Northampton,Bethlehem,7  ,18  ,137  ,3,0,In Progress
Armstrong,Atwood Boro,15  ,41  ,63  ,3,0,In Progress
Allegheny,Baldwin Boro,17  ,37  ,46  ,3,0,In Progress
Montgomery,Narberth Boro,5  ,17  ,149  ,3,0,In Progress
Mercer,Sheakleyville,16  ,50  ,17  ,3,0,In Progress
Delaware,Middletown Twp,5  ,26  ,165  ,3,0,In Progress
York,East Manchester Twp,10  ,31  ,196  ,3,0,In Progress
Butler,Butler City,16  ,21  ,8  ,3,0,In Progress
Delaware,Radnor Twp,5  ,26  ,168  ,3,0,In Progress
Delaware,Ridley Twp,5  ,26  ,165  ,3,0,In Progress
Chester,West Goshen Twp,6  ,19  ,167  ,3,0,In Progress
Northampton,Bushkill Twsp,7  ,18  ,137  ,3,0,In Progress
Bucks,West Rockhill Twp,1  ,10  ,29  ,3,0,In Progress
Erie,Girard Twp,16  ,49  ,3  ,3,0,In Progress
Philadelphia,(Empty),3  ,8  ,188  ,3,0,In Progress
Bucks,Warrington Twp,1  ,16  ,145  ,3,0,In Progress
Montgomery,East Norriton Twp,4  ,44  ,150  ,3,0,In Progress
Allegheny,Pittsburgh,12  ,45  ,32  ,3,0,In Progress
Montour,Washingtonville Boro,9  ,27  ,108  ,3,0,In Progress
Chester,West Chester Boro,6  ,19  ,167  ,3,0,In Progress
Berks,Spring Twp,6  ,11  ,128  ,3,0,In Progress
Lancaster,Lancaster Twp,11  ,13  ,96  ,3,0,In Progress
Bucks,Warminster Twp,1  ,10  ,29  ,3,0,In Progress
Chester,West Caln Twp,6  ,44  ,155  ,3,0,In Progress
Northampton,Hanover,7  ,18  ,135  ,3,0,In Progress
Chester,West Bradford Twp,6  ,44  ,155  ,3,0,In Progress
Montgomery,Lower Salford Twp,4  ,12  ,61  ,3,0,In Progress
Indiana,Creekside,14  ,41  ,62  ,3,0,In Progress
Bucks,Northampton Twp,1  ,10  ,31  ,3,0,In Progress
Lancaster,Manheim Twp,11  ,13  ,96  ,3,0,In Progress
Indiana,Plumville,14  ,41  ,66  ,3,0,In Progress
Bedford,Hopewell Boro,13  ,32  ,78  ,3,0,In Progress
Chester,Uwchlan Twp,6  ,19  ,157  ,3,0,In Progress
Allegheny,Plum,17  ,43  ,32  ,3,0,In Progress
Lehigh,South Whitehall,7  ,14  ,133  ,3,0,In Progress
Allegheny,Monroeville,17  ,43  ,32  ,3,0,In Progress
Delaware,Upper Darby Twp,5  ,26  ,162  ,3,0,In Progress
Westmoreland,Derry Twp,14  ,39  ,59  ,3,0,In Progress
Bucks,Northampton Twp,1  ,16  ,143  ,3,0,In Progress
Jefferson,Timblin Boro,15  ,41  ,66  ,3,0,In Progress
Lancaster,Lancaster Twp,11  ,36  ,96  ,3,0,In Progress
Mercer,Jackson Center,16  ,50  ,17  ,3,0,In Progress
Bucks,Upper Makefield Twp,1  ,6  ,142  ,3,0,In Progress
Chester,Kennett Twp,6  ,19  ,13  ,3,0,In Progress
Montgomery,Limerick Twp,4  ,12  ,54  ,3,0,In Progress
York,York Twp,11  ,28  ,94  ,3,0,In Progress
Chester,London Grove Twp,6  ,19  ,13  ,3,0,In Progress
Chester,Phoenixville Boro,6  ,19  ,157  ,3,0,In Progress
Lackawanna,Dunmore,8  ,22  ,113  ,3,0,In Progress
Lehigh,Whitehall,7  ,14  ,132  ,3,0,In Progress
Lancaster,Manheim Twp,11  ,36  ,41  ,3,0,In Progress
Chester,Modena Boro,6  ,19  ,74  ,3,0,In Progress
Erie,Erie,16  ,49  ,4  ,3,0,In Progress
Montgomery,Lower Gwynedd Twp,4  ,12  ,153  ,3,0,In Progress
Lancaster,Manheim Twp,11  ,13  ,97  ,3,0,In Progress
Greene,Cumberland Twp,14  ,46  ,50  ,2,311,
Perry,Wheatfield Twp,13  ,34  ,86  ,2,164,
Greene,Dunkard Twp,14  ,46  ,50  ,2,87,
Perry,Tyrone Twp,13  ,34  ,86  ,2,67,
Perry,Miller Twp,13  ,34  ,86  ,2,25,
Greene,Richhill Twp,14  ,46  ,50  ,2,25,
Somerset,Garrett Boro,14  ,32  ,69  ,2,3,In Progress
Somerset,New Centerville Boro,14  ,32  ,69  ,2,2,In Progress
York,York City,10  ,28  ,95  ,2,2,In Progress
Chester,West Vincent Twp,6  ,44  ,26  ,2,1,In Progress
Chester,West Whiteland Twp,6  ,44  ,26  ,2,1,In Progress
Chester,Charlestown Twp,6  ,44  ,74  ,2,1,In Progress
Allegheny,Dormont,12  ,42  ,36  ,2,1,In Progress
Delaware,Darby Twp,5  ,26  ,165  ,2,1,In Progress
Delaware,Haverford Twp,5  ,26  ,168  ,2,1,In Progress
Delaware,Ridley Park Boro,5  ,9  ,168  ,2,1,In Progress
Lehigh,North Whitehall,7  ,14  ,132  ,2,1,In Progress
Erie,Edinboro,16  ,49  ,2  ,2,1,In Progress
Lehigh,Lower Macungie,7  ,16  ,132  ,2,1,In Progress
Blair,Hollidaysburg Boro,13  ,30  ,79  ,2,1,In Progress
Montgomery,Lower Providence Twp,4  ,17  ,70  ,2,1,In Progress
Allegheny,Monroeville,12  ,45  ,32  ,2,1,In Progress
Allegheny,Upper St Clair,17  ,42  ,42  ,2,1,In Progress
Allegheny,Pine,17  ,37  ,44  ,2,0,In Progress
Allegheny,Scott,12  ,42  ,27  ,2,0,In Progress
Dauphin,Lower Swatara Twp,10  ,15  ,105   ,2,0,In Progress
Allegheny,Scott,17  ,42  ,45  ,2,0,In Progress
Chester,Tredyffrin Twp,6  ,44  ,26  ,2,0,In Progress
Montgomery,Whitemarsh Twp,4  ,24  ,61  ,2,0,In Progress
Allegheny,Penn Hills,17  ,38  ,33  ,2,0,In Progress
Lehigh,Bethlehem,7  ,14  ,133  ,2,0,In Progress
Lehigh,Allentown,7  ,16  ,131  ,2,0,In Progress
Allegheny,Shaler,17  ,38  ,30  ,2,0,In Progress
Luzerne,Hanover Twp,8  ,22  ,121  ,2,0,In Progress
Chester,Malvern Boro,6  ,19  ,157  ,2,0,In Progress
Montgomery,Whitemarsh Twp,4  ,24  ,147  ,2,0,In Progress
Montgomery,Whitemarsh Twp,4  ,12  ,61  ,2,0,In Progress
Allegheny,Penn Hills,12  ,42  ,19  ,2,0,In Progress
Allegheny,Penn Hills,12  ,37  ,45  ,2,0,In Progress
Allegheny,Ohio,17  ,42  ,45  ,2,0,In Progress
Lebanon,South Londonderry Twp,9  ,48  ,102  ,2,0,In Progress
Allegheny,Ohio,17  ,38  ,28  ,2,0,In Progress
Lebanon,South Londonderry Twp,9  ,48  ,101  ,2,0,In Progress
Allegheny,Ohio,17  ,37  ,44  ,2,0,In Progress
Allegheny,South Park,17  ,37  ,46  ,2,0,In Progress
Allegheny,Stowe,12  ,43  ,36  ,2,0,In Progress
Westmoreland,Hempfield Twp,14  ,41  ,59  ,2,0,In Progress
Washington,Roscoe Boro,14  ,46  ,39  ,2,0,In Progress
Allegheny,Swissvale,12  ,45  ,25  ,2,0,In Progress
Luzerne,Jenkins Twp,8  ,20  ,120  ,2,0,In Progress
Chester,Phoenixville Boro,6  ,44  ,155  ,2,0,In Progress
Luzerne,Kingston Boro,8  ,20  ,119  ,2,0,In Progress
Allegheny,Oakmont,12  ,45  ,32  ,2,0,In Progress
Allegheny,North Versailles,17  ,43  ,34  ,2,0,In Progress
Luzerne,Kingston Boro,8  ,22  ,121  ,2,0,In Progress
Allegheny,North Versailles,12  ,45  ,35  ,2,0,In Progress
Chester,Pocopson Twp,6  ,19  ,13  ,2,0,In Progress
Washington,North Strabane Twp,14  ,46  ,40  ,2,0,In Progress
Allegheny,Pittsburgh,12  ,37  ,39  ,2,0,In Progress
Lebanon,Cold Spring Twp,9  ,48  ,102  ,2,0,In Progress
Allegheny,West Homestead,17  ,38  ,28  ,2,0,In Progress
Lawrence,Snpj Boro,16  ,50  ,9  ,2,0,In Progress
Washington,Green Hills Boro,14  ,46  ,48  ,2,0,In Progress
Allegheny,Whitehall,17  ,42  ,42  ,2,0,In Progress
Lancaster,Warwick Twp,11  ,36  ,41  ,2,0,In Progress
Montgomery,Limerick Twp,4  ,17  ,70  ,2,0,In Progress
Chester,Pocopson Twp,6  ,19  ,167  ,2,0,In Progress
Westmoreland,Murrysville,12  ,39  ,58  ,2,0,In Progress
Montgomery,Upper Moreland Twp,4  ,24  ,61  ,2,0,In Progress
Lancaster,Warwick Twp,11  ,13  ,49  ,2,0,In Progress
Lancaster,Salisbury Twp,11  ,36  ,97  ,2,0,In Progress
Lancaster,Rapho Twp,11  ,36  ,98  ,2,0,In Progress
Chester,London Britain Twp,6  ,19  ,13  ,2,0,In Progress
Allegheny,Wilkinsburg,12  ,43  ,36  ,2,0,In Progress
Montgomery,Lower Merion Twp,4  ,4  ,154  ,2,0,In Progress
Chester,Upper Uwchlan Twp,6  ,44  ,74  ,2,0,In Progress
Allegheny,Wilkinsburg,17  ,43  ,32  ,2,0,In Progress
Montgomery,Upper Moreland Twp,4  ,12  ,54  ,2,0,In Progress
Northampton,Bethlehem Twsp,7  ,18  ,138  ,2,0,In Progress
Luzerne,Plains Twp,8  ,20  ,120  ,2,0,In Progress
Lancaster,Mt Joy Twp,11  ,13  ,49  ,2,0,In Progress
Lancaster,Marietta Boro,11  ,36  ,97  ,2,0,In Progress
Luzerne,Plymouth Boro,9  ,27  ,117  ,2,0,In Progress
Northampton,Forks,7  ,18  ,137  ,2,0,In Progress
Armstrong,Manor Twp,15  ,41  ,63  ,2,0,In Progress
Northampton,Freemansburg,7  ,18  ,135  ,2,0,In Progress
Lancaster,Manheim Twp,11  ,36  ,98  ,2,0,In Progress
Lancaster,Lancaster Twp,11  ,36  ,41  ,2,0,In Progress
Montgomery,Upper Merion Twp,4  ,17  ,70  ,2,0,In Progress
Montgomery,Whitpain Twp,4  ,12  ,151  ,2,0,In Progress
Lancaster,Lancaster Twp,11  ,36  ,37  ,2,0,In Progress
Lancaster,Lancaster City,11  ,36  ,98  ,2,0,In Progress
Lancaster,Lancaster City,11  ,36  ,41  ,2,0,In Progress
Beaver,Beaver,17  ,47  ,14  ,2,0,In Progress
Luzerne,Sugar Notch Boro,8  ,20  ,120  ,2,0,In Progress
Allegheny,Monroeville,12  ,38  ,21  ,2,0,In Progress
Washington,Canonsburg Boro,14  ,46  ,48  ,2,0,In Progress
Montgomery,Upper Hanover Twp,4  ,24  ,147  ,2,0,In Progress
Allegheny,Mckeesport,12  ,43  ,23  ,2,0,In Progress
Beaver,Beaver Falls,17  ,47  ,15  ,2,0,In Progress
Lancaster,Lampeter East Twp,11  ,36  ,98  ,2,0,In Progress
Lancaster,Hempfield West Twp,11  ,13  ,96  ,2,0,In Progress
Lancaster,Hempfield East Twp,11  ,36  ,37  ,2,0,In Progress
Beaver,Economy Boro,17  ,47  ,16  ,2,0,In Progress
Northampton,Palmer,7  ,14  ,137  ,2,0,In Progress
Allegheny,Mccandless,17  ,37  ,45  ,2,0,In Progress
Beaver,Frankfort Springs,17  ,46  ,15  ,2,0,In Progress
Lancaster,Ephrata Twp,11  ,36  ,37  ,2,0,In Progress
Montgomery,Upper Gwynedd Twp,4  ,12  ,151  ,2,0,In Progress
Beaver,Georgetown Boro,17  ,47  ,15  ,2,0,In Progress
Montgomery,Lower Merion Twp,4  ,44  ,150  ,2,0,In Progress
Beaver,Harmony Twp,17  ,47  ,15  ,2,0,In Progress
Lancaster,Earl Twp,11  ,36  ,97  ,2,0,In Progress
Montgomery,Upper Dublin Twp,4  ,12  ,61  ,2,0,In Progress
Lancaster,Earl Twp,11  ,13  ,43  ,2,0,In Progress
Lancaster,Denver Boro,11  ,36  ,37  ,2,0,In Progress
Lancaster,Akron Boro,11  ,36  ,37  ,2,0,In Progress
Lackawanna,South Abington,8  ,40  ,113  ,2,0,In Progress
Lackawanna,South Abington,8  ,22  ,118  ,2,0,In Progress
Berks,Brecknock Twp,6  ,11  ,99  ,2,0,In Progress
Lackawanna,Dunmore,8  ,40  ,113  ,2,0,In Progress
Lycoming,Brown Twp,15  ,23  ,84  ,2,0,In Progress
Lackawanna,Dunmore,8  ,22  ,114  ,2,0,In Progress
Lackawanna,Dickson City,8  ,22  ,113  ,2,0,In Progress
Berks,Exeter Twp,4  ,11  ,126  ,2,0,In Progress
Lackawanna,Dalton,8  ,22  ,114  ,2,0,In Progress
Berks,Exeter Twp,4  ,48  ,5  ,2,0,In Progress
Montgomery,Lansdale Boro,4  ,24  ,61  ,2,0,In Progress
Lackawanna,Clarks Summit,8  ,22  ,118  ,2,0,In Progress
Chester,Uwchlan Twp,6  ,19  ,156  ,2,0,In Progress
Montgomery,Lower Providence Twp,4  ,12  ,153  ,2,0,In Progress
Allegheny,Pittsburgh,17  ,37  ,46  ,2,0,In Progress
Berks,Muhlenberg Twp,4  ,48  ,130  ,2,0,In Progress
Jefferson,Worthville Boro,15  ,41  ,66  ,2,0,In Progress
Berks,Ontelaunee Twp,9  ,48  ,5  ,2,0,In Progress
Chester,Uwchlan Twp,6  ,19  ,74  ,2,0,In Progress
Chester,Valley Twp,6  ,19  ,156  ,2,0,In Progress
Indiana,Rayne,14  ,41  ,62  ,2,0,In Progress
Berks,Ruscombmanor Twp,4  ,48  ,5  ,2,0,In Progress
Berks,Shillington Boro,6  ,11  ,99  ,2,0,In Progress
Montgomery,Upper Dublin Twp,1  ,12  ,53  ,2,0,In Progress
Adams,Menallen Twp,13  ,33  ,91  ,2,0,In Progress
Lycoming,Loyalsock Twp,9  ,23  ,84  ,2,0,In Progress
Indiana,Cherryhill,15  ,41  ,66  ,2,0,In Progress
Berks,Spring Twp,4  ,48  ,5  ,2,0,In Progress
Indiana,Armagh,14  ,41  ,62  ,2,0,In Progress
Venango,Oil City,16  ,21  ,64  ,2,0,In Progress
Montgomery,Lansdale Boro,4  ,12  ,70  ,2,0,In Progress
Huntingdon,Dudley Boro,13  ,30  ,81  ,2,0,In Progress
Berks,Wernersville Boro,6  ,11  ,129  ,2,0,In Progress
Wayne,Honesdale Boro,8  ,40  ,139  ,2,0,In Progress
Wyoming,Meshoppen Boro,9  ,20  ,110  ,2,0,In Progress
Montgomery,Hatboro Boro,4  ,4  ,154  ,2,0,In Progress
Chester,Schuylkill Twp,6  ,44  ,26  ,2,0,In Progress
Blair,Frankstown Twp,13  ,30  ,79  ,2,0,In Progress
Lehigh,Lower Macungie,7  ,14  ,132  ,2,0,In Progress
York,York City,11  ,28  ,94  ,2,0,In Progress
Allegheny,Pittsburgh,17  ,42  ,45  ,2,0,In Progress
Chester,Tredyffrin Twp,6  ,44  ,155  ,2,0,In Progress
Franklin,Southampton Twp,13  ,33  ,89  ,2,0,In Progress
Franklin,Greene Twp,13  ,33  ,81  ,2,0,In Progress
Bucks,Bensalem Twp,1  ,6  ,140  ,2,0,In Progress
Bucks,Bensalem Twp,1  ,6  ,144  ,2,0,In Progress
Bucks,Bristol Boro,1  ,6  ,18  ,2,0,In Progress
Bucks,Bristol Twp,1  ,10  ,140  ,2,0,In Progress
Bucks,Bristol Twp,1  ,16  ,143  ,2,0,In Progress
Lycoming,South Williamsport,9  ,23  ,83  ,2,0,In Progress
Bucks,Bristol Twp,1  ,6  ,18  ,2,0,In Progress
Bucks,Doylestown Boro,1  ,10  ,143  ,2,0,In Progress
Bucks,Doylestown Twp,1  ,16  ,143  ,2,0,In Progress
Bucks,East Rockhill Twp,1  ,10  ,29  ,2,0,In Progress
Bucks,Falls Twp,1  ,10  ,141  ,2,0,In Progress
Erie,Wesleyville Boro,16  ,49  ,1  ,2,0,In Progress
Montgomery,Towamencin Twp,4  ,44  ,150  ,2,0,In Progress
Bucks,Hilltown Twp,1  ,16  ,145  ,2,0,In Progress
Erie,Waterford Twp,16  ,49  ,3  ,2,0,In Progress
Erie,Washington Twp,16  ,49  ,3  ,2,0,In Progress
Union,East Buffalo,15  ,23  ,76  ,2,0,In Progress
Allegheny,Jefferson Hills,12  ,45  ,38  ,2,0,In Progress
Pike,Delaware Twp,8  ,20  ,139  ,2,0,In Progress
Bucks,Morrisville Boro,1  ,6  ,18  ,2,0,In Progress
Bucks,New Britain Twp,1  ,10  ,29  ,2,0,In Progress
Allegheny,Indiana,17  ,38  ,28  ,2,0,In Progress
Erie,Law Park Twp,16  ,49  ,2  ,2,0,In Progress
Erie,Harborcreek Twp,16  ,49  ,4  ,2,0,In Progress
Bucks,Newtown Boro,1  ,6  ,142  ,2,0,In Progress
Bucks,Newtown Twp,1  ,10  ,29  ,2,0,In Progress
Bucks,Newtown Twp,1  ,6  ,142  ,2,0,In Progress
Bucks,Newtown Twp,1  ,6  ,144  ,2,0,In Progress
Bucks,Northampton Twp,1  ,10  ,140  ,2,0,In Progress
Montgomery,Towamencin Twp,1  ,12  ,151  ,2,0,In Progress
Bucks,Northampton Twp,1  ,6  ,18  ,2,0,In Progress
Tioga,Roseville Boro,15  ,23  ,68  ,2,0,In Progress
Bucks,Plumstead Twp,1  ,6  ,178  ,2,0,In Progress
Montgomery,Lansdale Boro,4  ,12  ,152  ,2,0,In Progress
Bucks,Tinicum Twp,1  ,6  ,144  ,2,0,In Progress
Chester,Valley Twp,6  ,44  ,155  ,2,0,In Progress
Delaware,Upper Darby Twp,5  ,9  ,160  ,2,0,In Progress
Chester,Honeybrook Twp,6  ,44  ,155  ,2,0,In Progress
Bucks,Warminster Twp,1  ,10  ,143  ,2,0,In Progress
Montgomery,Lower Merion Twp,4  ,7  ,54  ,2,0,In Progress
Bucks,Warminster Twp,1  ,6  ,178  ,2,0,In Progress
Delaware,Springfield Twp,5  ,9  ,168  ,2,0,In Progress
Delaware,Springfield Twp,5  ,26  ,162  ,2,0,In Progress
Montgomery,Springfield Twp,5  ,17  ,149  ,2,0,In Progress
Bucks,Warwick Twp,1  ,16  ,145  ,2,0,In Progress
Delaware,Ridley Twp,5  ,9  ,159  ,2,0,In Progress
Butler,Adams Twp,16  ,47  ,8  ,2,0,In Progress
Luzerne,Dallas Twp,8  ,22  ,118  ,2,0,In Progress
Allegheny,Frazer,17  ,38  ,28  ,2,0,In Progress
Butler,Buffalo Twp,16  ,21  ,8  ,2,0,In Progress
Butler,Butler Twp,16  ,21  ,17  ,2,0,In Progress
Montgomery,Springfield Twp,4  ,12  ,152  ,2,0,In Progress
Delaware,Newtown Twp,5  ,17  ,166  ,2,0,In Progress
Butler,Center Twp,16  ,21  ,11  ,2,0,In Progress
Delaware,Nether Providence Twp,5  ,9  ,160  ,2,0,In Progress
Delaware,Nether Providence Twp,5  ,26  ,165  ,2,0,In Progress
Delaware,Media Boro,5  ,26  ,168  ,2,0,In Progress
Allegheny,Forest Hills,17  ,37  ,45  ,2,0,In Progress
Delaware,Marple Twp,5  ,9  ,168  ,2,0,In Progress
Schuylkill,Mt Carbon Boro,9  ,29  ,123  ,2,0,In Progress
Allegheny,Forest Hills,12  ,45  ,25  ,2,0,In Progress
Allegheny,Robinson,17  ,37  ,44  ,2,0,In Progress
Butler,Franklin Twp,16  ,21  ,11  ,2,0,In Progress
Delaware,Edgmont Twp,5  ,26  ,168  ,2,0,In Progress
Montgomery,Jenkintown Boro,4  ,4  ,153  ,2,0,In Progress
Delaware,Darby Boro,5  ,26  ,165  ,2,0,In Progress
Delaware,Concord Twp,5  ,9  ,161  ,2,0,In Progress
Delaware,Collingdale Boro,5  ,8  ,191  ,2,0,In Progress
Butler,Slippery Rock Twp,16  ,21  ,8  ,2,0,In Progress
Schuylkill,Pottsville,9  ,29  ,107  ,2,0,In Progress
Delaware,Chester City,5  ,9  ,161  ,2,0,In Progress
Delaware,Chester City,5  ,9  ,160  ,2,0,In Progress
York,Hallam Boro,11  ,28  ,93  ,2,0,In Progress
Butler,Winfield Twp,16  ,21  ,17  ,2,0,In Progress
Delaware,Aston Twp,5  ,26  ,165  ,2,0,In Progress
York,Hanover Boro,11  ,28  ,93  ,2,0,In Progress
Dauphin,Washington Twp,10  ,15  ,105   ,2,0,In Progress
Dauphin,Susquehanna Twp,10  ,15  ,103  ,2,0,In Progress
Dauphin,South Hanover Twp,10  ,15  ,125  ,2,0,In Progress
Luzerne,Dallas Boro,8  ,20  ,120  ,2,0,In Progress
Montgomery,Souderton Boro,1  ,12  ,147  ,2,0,In Progress
Dauphin,Middle Paxton Twp,10  ,34  ,125  ,2,0,In Progress
Dauphin,Londonderry Twp,10  ,15  ,105   ,2,0,In Progress
Dauphin,Hummelstown,10  ,15  ,125  ,2,0,In Progress
Montgomery,Horsham Twp,4  ,4  ,154  ,2,0,In Progress
Schuylkill,Wayne Twp,9  ,29  ,107  ,2,0,In Progress
Dauphin,Derry Twp,10  ,15  ,105   ,2,0,In Progress
Dauphin,Derry Twp,10  ,15  ,103  ,2,0,In Progress
Cumberland,Upper Allen Twp,10  ,34  ,199  ,2,0,In Progress
Cumberland,Silver Spring Twp,10  ,34  ,88  ,2,0,In Progress
Allegheny,Crafton,17  ,37  ,45  ,2,0,In Progress
Cumberland,Silver Spring Twp,10  ,31  ,87  ,2,0,In Progress
Montgomery,Skippack Twp,4  ,24  ,61  ,2,0,In Progress
Cumberland,Monroe Twp,10  ,34  ,199  ,2,0,In Progress
Allegheny,Crafton,12  ,42  ,27  ,2,0,In Progress
Cumberland,Mechanicsburg Boro,10  ,34  ,103  ,2,0,In Progress
Cumberland,Lower Allen Twp,10  ,34  ,87  ,2,0,In Progress
Cumberland,Lower Allen Twp,10  ,34  ,199  ,2,0,In Progress
Allegheny,Crafton,12  ,38  ,24  ,2,0,In Progress
Allegheny,Coraopolis,17  ,42  ,45  ,2,0,In Progress
Montgomery,Horsham Twp,4  ,4  ,153  ,2,0,In Progress
Centre,Bellefonte Boro,15  ,25  ,82  ,2,0,In Progress
Allegheny,Collier,17  ,42  ,27  ,2,0,In Progress
Cumberland,Hampden Twp,13  ,34  ,193  ,2,0,In Progress
York,Manchester Twp,10  ,31  ,196  ,2,0,In Progress
Cumberland,Hampden Twp,10  ,34  ,199  ,2,0,In Progress
Centre,College Twp,15  ,25  ,171  ,2,0,In Progress
Cumberland,Camp Hill Boro,10  ,34  ,87  ,2,0,In Progress
York,New Freedom Boro,10  ,31  ,92  ,2,0,In Progress
Centre,Liberty Twp,15  ,25  ,171  ,2,0,In Progress
Montgomery,Horsham Twp,4  ,12  ,70  ,2,0,In Progress
Crawford,Hayfield Twp,16  ,50  ,65  ,2,0,In Progress
Centre,State College Boro,15  ,35  ,77  ,2,0,In Progress
Chester,East Whiteland Twp,6  ,19  ,167  ,2,0,In Progress
Allegheny,Carnegie,12  ,37  ,42  ,2,0,In Progress
York,Penn Twp,11  ,28  ,93  ,2,0,In Progress
Montgomery,Rockledge Boro,4  ,4  ,154  ,2,0,In Progress
Montgomery,Whitpain Twp,4  ,12  ,153  ,2,0,In Progress
York,Red Lion Boro,10  ,31  ,47  ,2,0,In Progress
Chester,Coatesville City,6  ,44  ,74  ,2,0,In Progress
York,Spring Garden Twp,10  ,31  ,47  ,2,0,In Progress
York,Spring Garden Twp,10  ,31  ,95  ,2,0,In Progress
Chester,Downingtown Boro,6  ,44  ,74  ,2,0,In Progress
York,Spring Garden Twp,11  ,28  ,94  ,2,0,In Progress
Chester,East Bradford Twp,6  ,19  ,167  ,2,0,In Progress
York,Springettsbury Twp,11  ,28  ,93  ,2,0,In Progress
Clarion,Callensburg Boro,15  ,21  ,63  ,2,0,In Progress
Clarion,Brady Twp,15  ,21  ,63  ,2,0,In Progress
Montgomery,Plymouth Twp,1  ,12  ,151  ,2,0,In Progress
Chester,Willistown Twp,6  ,44  ,155  ,2,0,In Progress
Montgomery,Abington Twp,4  ,12  ,61  ,2,0,In Progress
Allegheny,Bellevue,17  ,38  ,20  ,2,0,In Progress
Chester,Willistown Twp,6  ,19  ,156  ,2,0,In Progress
Chester,Westtown Twp,6  ,19  ,156  ,2,0,In Progress
Allegheny,Bellevue,17  ,37  ,30  ,2,0,In Progress
Chester,West Whiteland Twp,6  ,44  ,74  ,2,0,In Progress
Allegheny,Plum,17  ,43  ,34  ,2,0,In Progress
Montgomery,Bridgeport Boro,4  ,17  ,70  ,2,0,In Progress
Allegheny,Baldwin Boro,17  ,43  ,34  ,2,0,In Progress
Chester,West Whiteland Twp,6  ,19  ,74  ,2,0,In Progress
Chester,East Brandywine Twp,6  ,19  ,157  ,2,0,In Progress
Chester,West Whiteland Twp,6  ,19  ,156  ,2,0,In Progress
Montgomery,Cheltenham Twp,4  ,12  ,151  ,2,0,In Progress
Montgomery,Norristown Boro,4  ,7  ,148  ,2,0,In Progress
Montgomery,Cheltenham Twp,4  ,12  ,61  ,2,0,In Progress
Montgomery,Norristown Boro,4  ,44  ,150  ,2,0,In Progress
Montgomery,Norristown Boro,4  ,24  ,61  ,2,0,In Progress
Chester,West Vincent Twp,6  ,44  ,74  ,2,0,In Progress
Lehigh,South Whitehall,7  ,16  ,187  ,2,0,In Progress
Montgomery,Norristown Boro,4  ,12  ,54  ,2,0,In Progress
Chester,East Fallowfield Twp,6  ,19  ,156  ,2,0,In Progress
Chester,East Fallowfield Twp,6  ,44  ,74  ,2,0,In Progress
Chester,West Marlborough Twp,6  ,19  ,13  ,2,0,In Progress
Montgomery,Conshohocken Boro,4  ,17  ,70  ,2,0,In Progress
Montgomery,Conshohocken Boro,4  ,24  ,61  ,2,0,In Progress
